customer_id,signup_date,age_band,postal_district,income_tier,latent_segment,total_spend_24mo,avg_basket_size,visits_per_week,weekend_browse_fraction,luxury_category_fraction,distinct_categories,days_since_last_visit,marketing_email_open_rate
C01528,2024-12-04,55+,54,low,lapsed_reactivatable,486.27,63.36,0.125,0.511,0.385,4,158,0.153
C01529,2024-06-15,35-44,53,low,family_bulk_weekly,14496.66,93.78,1.541,0.516,0.209,7,4,0.475
C01530,2025-12-01,55+,77,low,casual_long_tail,1025.98,67.22,0.783,0.626,0.481,5,1,0.526
C01531,2025-08-04,45-54,23,mid,family_bulk_weekly,3062.56,76.48,1.069,0.534,0.368,4,0,0.592
C01532,2024-08-10,45-54,16,mid,casual_long_tail,1815.91,28.22,0.778,0.463,0.393,9,1,0.608
C01533,2024-05-27,18-24,77,low,weekend_browser_bargain,2851.79,28.99,0.795,0.77,0.035,5,4,0.91
C01534,2026-01-11,45-54,11,high,weekday_luxury_regular,11683.92,197.36,3.225,0.076,0.76,2,1,0.945
C01535,2025-01-23,35-44,10,high,family_bulk_weekly,7462.46,119.51,0.862,0.438,0.406,7,3,0.456
C01536,2024-08-07,18-24,02,high,corporate_gifter_seasonal,3140.87,118.84,0.269,0.305,0.602,4,5,0.5
C01537,2025-04-11,25-34,16,mid,casual_long_tail,1706.83,52.34,0.613,0.357,0.482,6,3,0.518
C01538,2026-02-17,45-54,53,low,casual_long_tail,193.12,53.8,0.431,0.553,0.327,8,4,0.761
C01539,2024-08-09,35-44,16,mid,casual_long_tail,3058.37,61.4,0.574,0.553,0.312,6,5,0.726
C01540,2025-04-21,25-34,52,low,family_bulk_weekly,3805.85,70.96,1.24,0.649,0.277,5,5,0.201
C01541,2025-11-08,25-34,77,low,weekend_browser_bargain,731.43,28.51,1.096,0.928,0.0,4,5,0.368
C01542,2026-01-29,18-24,76,low,weekend_browser_bargain,217.36,25.68,0.75,0.734,0.098,4,5,0.398
C01543,2025-04-23,35-44,11,high,weekday_luxury_regular,15308.96,120.56,2.34,0.192,0.87,10,0,0.708
C01544,2025-03-05,25-34,10,high,casual_long_tail,1366.74,52.98,0.473,0.353,0.615,2,6,0.356
C01545,2026-04-23,35-44,01,high,new_digital_native,50.97,48.76,1.0,0.428,0.147,7,17,0.7
C01546,2025-11-25,35-44,24,mid,family_bulk_weekly,1682.39,65.34,1.409,0.532,0.384,7,4,0.268
C01547,2025-02-27,25-34,52,low,weekend_browser_bargain,1580.21,40.05,0.783,0.774,0.044,3,0,0.583
C01548,2025-04-11,25-34,10,high,family_bulk_weekly,3335.68,44.66,1.393,0.519,0.277,5,2,0.237
C01549,2025-12-24,45-54,03,high,weekday_luxury_regular,9098.93,149.03,3.208,0.052,0.824,3,3,0.54
C01550,2024-09-15,18-24,52,low,weekend_browser_bargain,1711.35,27.27,0.706,0.751,0.0,3,5,0.391
C01551,2026-03-06,55+,23,mid,lapsed_reactivatable,25.57,28.99,0.146,0.495,0.405,7,90,0.608
C01552,2025-02-28,18-24,54,low,weekend_browser_bargain,1894.38,36.21,0.885,0.783,0.095,2,0,0.283
C01553,2024-12-07,18-24,52,low,family_bulk_weekly,12287.08,118.51,1.436,0.58,0.332,4,0,0.761
C01554,2026-04-11,18-24,16,mid,new_digital_native,122.32,55.44,1.167,0.424,0.375,2,4,0.411
C01555,2026-03-29,25-34,16,mid,new_digital_native,28.29,26.79,0.28,0.401,0.516,4,17,0.262
C01556,2024-09-10,25-34,53,low,casual_long_tail,1628.74,32.06,0.558,0.387,0.328,4,2,0.267
C01557,2025-04-03,18-24,77,low,family_bulk_weekly,6347.75,91.6,1.145,0.483,0.358,2,1,0.572
C01558,2024-06-30,25-34,52,low,weekend_browser_bargain,2051.67,26.04,0.835,0.727,0.027,4,4,0.295
C01559,2025-10-11,18-24,54,low,weekend_browser_bargain,1087.6,40.66,0.938,0.737,0.0,4,3,0.363
C01560,2025-04-12,25-34,52,low,casual_long_tail,2113.26,48.06,0.707,0.406,0.54,6,6,0.47
C01561,2025-11-10,18-24,52,low,weekend_browser_bargain,911.17,44.72,0.896,0.791,0.056,3,3,0.508
C01562,2026-03-01,35-44,52,low,lapsed_reactivatable,63.58,62.49,0.132,0.492,0.259,5,89,0.519
C01563,2024-11-17,45-54,15,mid,casual_long_tail,2484.06,49.42,0.63,0.494,0.376,8,0,0.491
C01564,2024-05-18,45-54,03,high,weekday_luxury_regular,44869.86,212.81,2.413,0.179,0.877,12,5,0.608
C01565,2025-08-28,35-44,02,high,casual_long_tail,1583.94,48.94,0.794,0.496,0.524,3,6,0.463
C01566,2025-03-07,25-34,23,mid,family_bulk_weekly,6731.36,90.08,1.274,0.566,0.554,6,3,0.874
C01567,2026-04-02,55+,16,mid,new_digital_native,88.95,44.39,0.667,0.395,0.475,5,27,0.138
C01568,2024-05-18,45-54,02,high,weekday_luxury_regular,55856.43,216.04,2.462,0.11,0.775,10,5,0.403
C01569,2026-03-08,18-24,17,mid,lapsed_reactivatable,91.77,85.37,0.152,0.48,0.197,4,169,0.717
C01570,2025-09-10,45-54,11,high,weekday_luxury_regular,10985.98,149.25,2.396,0.044,0.945,5,6,0.599
C01571,2026-01-24,35-44,24,mid,family_bulk_weekly,2293.04,120.36,1.494,0.746,0.306,2,2,0.894
C01572,2026-02-01,35-44,23,mid,family_bulk_weekly,1212.78,93.69,1.037,0.708,0.392,3,6,0.509
C01573,2025-06-06,18-24,15,mid,family_bulk_weekly,2949.59,70.37,1.069,0.491,0.283,2,1,0.195
C01574,2025-02-09,45-54,10,high,weekday_luxury_regular,23102.71,184.01,2.142,0.25,0.719,7,4,0.9
C01575,2024-07-20,18-24,53,low,weekend_browser_bargain,2393.23,32.36,0.72,0.686,0.025,2,5,0.611
C01576,2024-05-23,55+,01,high,weekday_luxury_regular,58615.94,206.4,2.51,0.085,0.791,4,0,0.757
C01577,2025-12-25,35-44,03,high,weekday_luxury_regular,6896.98,162.62,2.824,0.17,0.825,4,3,0.542
C01578,2024-12-24,55+,16,mid,family_bulk_weekly,6452.97,97.98,0.88,0.541,0.404,3,5,0.56
C01579,2025-11-15,25-34,78,low,family_bulk_weekly,4297.04,129.79,1.453,0.626,0.319,8,1,0.305
C01580,2025-05-15,55+,76,low,casual_long_tail,1861.41,52.29,0.592,0.481,0.314,7,5,0.364
C01581,2024-10-28,18-24,77,low,weekend_browser_bargain,2120.73,33.15,0.814,0.841,0.011,1,3,0.556
C01582,2024-12-16,18-24,54,low,weekend_browser_bargain,2082.7,33.9,0.88,0.729,0.034,2,1,0.387
C01583,2026-04-10,35-44,23,mid,new_digital_native,35.98,41.38,0.538,0.36,0.428,2,4,0.44
C01584,2026-01-31,25-34,24,mid,casual_long_tail,442.38,51.1,0.768,0.526,0.409,6,1,0.564
C01585,2025-04-10,25-34,17,mid,family_bulk_weekly,4393.37,85.11,1.093,0.564,0.388,5,0,0.268
C01586,2025-09-18,35-44,23,mid,family_bulk_weekly,5726.01,149.0,1.226,0.412,0.44,4,3,0.65
C01587,2025-12-25,45-54,11,high,weekday_luxury_regular,6224.22,216.99,1.882,0.001,0.772,7,6,0.731
C01588,2024-08-02,45-54,76,low,family_bulk_weekly,9800.65,106.3,1.102,0.613,0.188,1,3,0.178
C01589,2025-03-24,18-24,53,low,casual_long_tail,1354.9,38.0,0.62,0.586,0.389,5,1,0.579
C01590,2025-08-21,25-34,76,low,weekend_browser_bargain,1012.27,39.3,0.686,0.878,0.197,2,5,0.58
C01591,2025-05-20,55+,76,low,casual_long_tail,1999.44,56.2,0.663,0.556,0.254,6,5,0.378
C01592,2024-07-19,45-54,23,mid,lapsed_reactivatable,846.03,56.52,0.152,0.372,0.4,7,106,0.496
C01593,2025-03-04,35-44,10,high,corporate_gifter_seasonal,2715.08,244.63,0.186,0.349,0.656,5,6,0.7
C01594,2024-11-29,35-44,52,low,lapsed_reactivatable,976.22,76.16,0.165,0.497,0.311,5,169,0.309
C01595,2024-07-26,18-24,78,low,weekend_browser_bargain,2651.34,36.62,0.825,0.851,0.062,3,0,0.089
C01596,2025-12-29,25-34,03,high,corporate_gifter_seasonal,481.4,240.29,0.122,0.353,0.499,4,1,0.612
C01597,2025-12-15,25-34,54,low,weekend_browser_bargain,615.83,40.98,0.814,0.794,0.137,2,6,0.396
C01598,2025-06-02,25-34,53,low,weekend_browser_bargain,1534.64,51.41,0.603,0.793,0.149,2,1,0.576
C01599,2026-02-22,35-44,02,high,weekday_luxury_regular,5127.71,213.76,2.8,0.062,0.835,10,0,0.343
C01600,2025-04-11,35-44,78,low,lapsed_reactivatable,1038.64,66.16,0.279,0.574,0.413,4,110,0.137
C01601,2025-07-18,25-34,77,low,casual_long_tail,1624.19,51.44,0.878,0.581,0.399,2,1,0.823
C01602,2025-07-24,35-44,24,mid,lapsed_reactivatable,303.16,73.31,0.103,0.501,0.45,1,143,0.403
C01603,2026-01-30,45-54,24,mid,casual_long_tail,606.93,54.05,0.843,0.515,0.452,5,3,0.252
C01604,2024-08-29,45-54,10,high,weekday_luxury_regular,28250.01,139.57,2.628,0.28,0.891,4,1,0.683
C01605,2025-08-17,45-54,11,high,family_bulk_weekly,4757.67,99.32,1.293,0.512,0.324,4,2,0.43
C01606,2024-09-22,18-24,52,low,weekend_browser_bargain,4576.6,49.79,1.029,0.679,0.164,2,3,0.557
C01607,2026-02-05,35-44,10,high,weekday_luxury_regular,5912.46,173.51,2.909,0.233,0.901,8,6,0.5
C01608,2026-04-07,18-24,15,mid,new_digital_native,97.45,47.6,0.875,0.535,0.45,5,28,0.465
C01609,2025-09-13,18-24,54,low,weekend_browser_bargain,1225.25,41.07,0.883,0.813,0.0,3,5,0.273
C01610,2024-05-16,18-24,52,low,weekend_browser_bargain,2580.02,35.29,0.752,0.779,0.045,3,2,0.277
C01611,2025-12-13,35-44,10,high,family_bulk_weekly,1684.21,86.78,1.015,0.554,0.267,8,6,0.427
C01612,2026-02-10,35-44,03,high,family_bulk_weekly,1681.1,112.78,1.264,0.502,0.335,5,4,0.415
C01613,2024-12-03,35-44,02,high,family_bulk_weekly,14181.29,133.18,1.494,0.421,0.129,9,1,0.591
C01614,2025-03-06,25-34,78,low,weekend_browser_bargain,1321.53,35.91,0.712,0.7,0.021,5,1,0.296
C01615,2024-11-17,55+,52,low,casual_long_tail,960.52,29.9,0.483,0.609,0.493,5,6,0.598
C01616,2024-09-06,35-44,23,mid,lapsed_reactivatable,560.34,47.42,0.141,0.561,0.395,5,94,0.413
C01617,2025-11-20,35-44,23,mid,lapsed_reactivatable,338.69,63.5,0.273,0.481,0.422,6,87,0.53
C01618,2025-12-29,45-54,54,low,casual_long_tail,475.38,45.28,0.609,0.452,0.347,5,6,0.586
C01619,2025-09-22,18-24,54,low,weekend_browser_bargain,603.59,30.11,0.756,0.685,0.09,4,0,0.426
C01620,2025-05-21,55+,10,high,weekday_luxury_regular,26245.63,231.81,2.638,0.129,0.751,5,4,0.877
C01621,2025-06-11,45-54,02,high,casual_long_tail,589.82,30.42,0.377,0.494,0.391,10,1,0.387
C01622,2024-10-09,18-24,54,low,weekend_browser_bargain,2313.68,35.95,0.873,0.903,0.0,3,3,0.709
C01623,2024-05-18,45-54,11,high,weekday_luxury_regular,46043.6,169.03,2.591,0.128,0.725,8,1,0.214
C01624,2024-05-27,45-54,01,high,weekday_luxury_regular,63152.23,220.51,2.675,0.114,0.759,6,6,0.559
C01625,2024-10-14,18-24,76,low,weekend_browser_bargain,2887.57,37.27,0.932,0.859,0.17,3,6,0.553
C01626,2025-04-19,18-24,76,low,lapsed_reactivatable,197.13,46.55,0.095,0.469,0.224,3,149,0.271
C01627,2026-01-19,25-34,77,low,weekend_browser_bargain,341.08,42.53,0.596,0.804,0.21,3,0,0.27
C01628,2026-01-27,18-24,54,low,weekend_browser_bargain,321.19,49.26,0.57,0.7,0.053,3,3,0.391
C01629,2025-01-26,45-54,01,high,casual_long_tail,2726.55,67.8,0.712,0.611,0.296,7,6,0.523
C01630,2024-08-07,45-54,10,high,corporate_gifter_seasonal,4817.54,271.23,0.179,0.365,0.657,7,2,0.57
C01631,2024-07-10,35-44,15,mid,casual_long_tail,3017.24,49.05,0.655,0.413,0.408,6,4,0.452
C01632,2024-08-17,18-24,53,low,lapsed_reactivatable,572.7,38.47,0.171,0.541,0.413,1,143,0.129
C01633,2025-08-27,25-34,02,high,family_bulk_weekly,4579.02,94.48,1.289,0.652,0.471,3,5,0.782
C01634,2024-08-21,18-24,15,mid,family_bulk_weekly,9674.34,90.87,1.056,0.59,0.301,8,6,0.575
C01635,2025-01-26,18-24,78,low,weekend_browser_bargain,1115.75,20.47,0.79,0.723,0.0,3,1,0.452
C01636,2026-04-05,25-34,54,low,new_digital_native,69.03,41.41,0.778,0.369,0.437,8,1,0.757
C01637,2025-11-04,25-34,52,low,weekend_browser_bargain,434.12,30.93,0.618,0.735,0.066,3,4,0.624
C01638,2024-09-24,25-34,78,low,family_bulk_weekly,7938.46,100.01,0.984,0.547,0.215,6,1,0.429
C01639,2025-12-07,55+,02,high,corporate_gifter_seasonal,2292.44,293.88,0.409,0.315,0.707,6,3,0.656
C01640,2025-03-31,45-54,16,mid,casual_long_tail,2238.59,51.41,0.704,0.56,0.511,8,6,0.648
C01641,2025-10-03,55+,11,high,corporate_gifter_seasonal,994.27,198.99,0.173,0.326,0.803,4,5,0.574
C01642,2025-06-15,25-34,78,low,family_bulk_weekly,5586.68,88.05,1.279,0.677,0.269,6,3,0.568
C01643,2026-02-18,55+,10,high,family_bulk_weekly,924.41,56.11,1.641,0.641,0.223,3,4,0.44
C01644,2025-08-02,25-34,23,mid,family_bulk_weekly,4746.01,106.12,1.246,0.542,0.234,8,2,0.32
C01645,2024-06-03,25-34,52,low,weekend_browser_bargain,3197.07,45.73,0.803,0.924,0.056,4,6,0.481
C01646,2024-10-25,25-34,76,low,weekend_browser_bargain,1926.29,24.25,0.989,0.834,0.0,4,3,0.44
C01647,2025-11-10,25-34,15,mid,family_bulk_weekly,3654.67,121.59,1.024,0.54,0.236,2,6,0.356
C01648,2026-04-05,45-54,53,low,new_digital_native,41.9,49.72,0.389,0.425,0.391,3,9,0.183
C01649,2026-04-08,35-44,16,mid,new_digital_native,37.38,35.52,0.467,0.468,0.347,7,14,0.898
C01650,2024-10-16,25-34,53,low,weekend_browser_bargain,2321.48,41.1,0.733,0.772,0.096,3,4,0.271
C01651,2024-11-03,25-34,53,low,family_bulk_weekly,9371.13,117.94,1.149,0.626,0.276,2,2,0.2
C01652,2024-11-23,35-44,11,high,corporate_gifter_seasonal,3239.01,209.74,0.203,0.375,0.711,8,5,0.492
C01653,2025-11-09,25-34,53,low,weekend_browser_bargain,531.54,27.21,0.891,0.766,0.102,1,6,0.493
C01654,2025-10-22,25-34,76,low,lapsed_reactivatable,95.19,43.7,0.077,0.588,0.467,2,90,0.628
C01655,2024-08-05,55+,23,mid,family_bulk_weekly,9553.02,99.09,1.196,0.574,0.259,2,1,0.378
C01656,2024-08-06,18-24,54,low,weekend_browser_bargain,4195.91,55.09,0.795,0.752,0.052,2,2,0.51
C01657,2026-04-22,25-34,17,mid,new_digital_native,50.55,47.9,1.0,0.437,0.479,4,16,0.742
C01658,2025-12-12,25-34,01,high,family_bulk_weekly,2539.66,101.64,1.326,0.406,0.295,3,3,0.521
C01659,2025-09-10,35-44,23,mid,casual_long_tail,748.8,43.39,0.498,0.429,0.487,7,5,0.213
C01660,2025-03-25,25-34,77,low,weekend_browser_bargain,1686.72,39.7,0.657,0.764,0.209,3,0,0.425
C01661,2024-11-11,18-24,76,low,weekend_browser_bargain,1473.94,31.29,0.65,0.85,0.015,3,4,0.244
C01662,2024-06-19,25-34,54,low,weekend_browser_bargain,2606.02,36.66,0.759,0.739,0.092,2,6,0.736
C01663,2025-11-24,35-44,01,high,corporate_gifter_seasonal,1345.83,260.16,0.28,0.295,0.604,4,6,0.866
C01664,2025-03-16,35-44,15,mid,family_bulk_weekly,5032.38,82.59,1.077,0.451,0.259,5,3,0.788
C01665,2025-10-18,55+,11,high,corporate_gifter_seasonal,923.41,297.11,0.112,0.269,0.815,9,3,0.702
C01666,2025-02-17,35-44,11,high,family_bulk_weekly,5010.78,65.11,1.221,0.649,0.257,3,0,0.24
C01667,2025-01-16,35-44,03,high,casual_long_tail,1576.42,54.6,0.439,0.432,0.242,6,6,0.835
C01668,2026-03-27,55+,01,high,new_digital_native,53.98,56.38,0.259,0.562,0.501,7,23,0.233
C01669,2025-04-03,45-54,01,high,weekday_luxury_regular,24138.29,173.51,2.436,0.072,0.804,4,3,0.776
C01670,2024-11-09,55+,01,high,family_bulk_weekly,6056.17,73.82,1.334,0.509,0.374,6,0,0.816
C01671,2026-03-23,55+,02,high,weekday_luxury_regular,1631.92,176.32,1.806,0.156,0.747,7,4,0.805
C01672,2025-06-17,45-54,52,low,family_bulk_weekly,6673.24,122.06,1.242,0.484,0.266,3,6,0.455
C01673,2024-10-08,55+,53,low,family_bulk_weekly,8939.38,80.95,1.37,0.519,0.4,3,5,0.477
C01674,2025-07-14,35-44,54,low,lapsed_reactivatable,99.94,62.27,0.049,0.505,0.315,7,123,0.368
C01675,2025-04-03,25-34,11,high,lapsed_reactivatable,363.66,72.31,0.109,0.566,0.197,4,176,0.694
C01676,2024-08-05,25-34,54,low,weekend_browser_bargain,2210.56,31.26,0.76,0.803,0.126,5,6,0.082
C01677,2025-03-22,25-34,53,low,weekend_browser_bargain,598.21,19.77,0.529,0.752,0.116,4,2,0.349
C01678,2024-08-12,35-44,10,high,corporate_gifter_seasonal,3596.01,192.8,0.192,0.409,0.744,7,2,0.579
C01679,2024-10-11,35-44,23,mid,family_bulk_weekly,13785.43,123.07,1.39,0.657,0.294,4,6,0.806
C01680,2026-02-14,55+,77,low,family_bulk_weekly,597.38,101.64,0.721,0.461,0.303,4,6,0.511
C01681,2025-03-21,18-24,15,mid,family_bulk_weekly,9416.96,111.91,1.284,0.558,0.26,1,6,0.172
C01682,2025-09-23,45-54,77,low,casual_long_tail,1205.58,52.44,0.66,0.422,0.422,2,6,0.63
C01683,2024-07-04,18-24,77,low,weekend_browser_bargain,2679.59,32.83,0.787,0.775,0.21,4,5,0.774
C01684,2026-02-09,18-24,78,low,weekend_browser_bargain,303.83,38.83,0.863,0.791,0.111,3,5,0.587
C01685,2024-07-13,35-44,54,low,casual_long_tail,2948.6,44.0,0.712,0.359,0.346,6,1,0.641
C01686,2024-05-06,55+,01,high,weekday_luxury_regular,50504.37,173.62,2.704,0.273,0.841,9,6,0.692
C01687,2024-06-12,25-34,03,high,family_bulk_weekly,10163.45,105.5,1.235,0.533,0.245,3,3,0.599
C01688,2025-01-24,45-54,76,low,casual_long_tail,1187.69,25.97,0.601,0.462,0.499,6,0,0.725
C01689,2026-03-27,45-54,11,high,new_digital_native,20.92,23.5,0.259,0.362,0.418,12,8,0.651
C01690,2026-01-13,55+,10,high,corporate_gifter_seasonal,883.16,310.75,0.21,0.389,0.765,9,3,0.535
C01691,2024-12-07,18-24,53,low,weekend_browser_bargain,1454.23,31.82,0.641,0.842,0.077,6,2,0.232
C01692,2025-07-09,45-54,11,high,weekday_luxury_regular,26261.74,219.96,2.649,0.159,0.676,5,3,0.449
C01693,2026-03-06,18-24,76,low,casual_long_tail,46.48,43.41,0.146,0.447,0.475,5,5,0.657
C01694,2025-04-02,25-34,78,low,casual_long_tail,1206.95,57.39,0.417,0.506,0.294,6,0,0.732
C01695,2026-03-18,55+,03,high,lapsed_reactivatable,105.71,92.96,0.194,0.445,0.337,3,78,0.29
C01696,2025-12-10,55+,01,high,casual_long_tail,1121.84,56.79,0.94,0.316,0.426,5,0,0.715
C01697,2024-12-15,25-34,54,low,weekend_browser_bargain,2207.7,32.18,0.935,0.833,0.234,4,0,0.714
C01698,2026-03-24,25-34,11,high,lapsed_reactivatable,66.98,57.63,0.233,0.563,0.455,4,123,0.658
C01699,2024-09-01,25-34,17,mid,family_bulk_weekly,9261.77,116.26,0.982,0.711,0.34,3,3,0.81
C01700,2025-01-09,18-24,53,low,weekend_browser_bargain,2163.68,45.62,0.806,0.828,0.134,3,1,0.316
C01701,2025-11-23,45-54,77,low,family_bulk_weekly,3122.56,110.57,1.437,0.33,0.385,4,5,0.406
C01702,2026-04-22,25-34,76,low,new_digital_native,75.64,41.09,2.0,0.424,0.441,1,18,0.807
C01703,2026-04-07,35-44,17,mid,new_digital_native,33.91,39.63,0.438,0.51,0.415,7,9,0.71
C01704,2024-09-24,18-24,52,low,weekend_browser_bargain,2833.36,47.0,0.729,0.736,0.022,2,4,0.2
C01705,2025-04-01,35-44,03,high,weekday_luxury_regular,18077.91,131.92,2.297,0.075,0.893,12,0,0.461
C01706,2026-04-01,18-24,17,mid,new_digital_native,82.24,42.27,0.636,0.541,0.349,7,24,0.342
C01707,2025-12-02,45-54,11,high,casual_long_tail,391.31,53.79,0.394,0.51,0.364,1,3,0.357
C01708,2025-02-01,35-44,78,low,family_bulk_weekly,5308.49,59.07,1.193,0.644,0.322,3,6,0.072
C01709,2024-08-23,45-54,52,low,casual_long_tail,3471.6,53.04,0.737,0.587,0.536,7,6,0.623
C01710,2026-04-02,35-44,16,mid,new_digital_native,48.46,44.8,0.333,0.326,0.409,3,0,0.419
C01711,2025-01-08,18-24,53,low,weekend_browser_bargain,1894.51,44.17,0.67,0.885,0.031,2,3,0.118
C01712,2026-03-15,55+,15,mid,family_bulk_weekly,678.25,81.53,1.436,0.48,0.269,2,5,0.522
C01713,2026-04-03,18-24,53,low,new_digital_native,77.37,38.17,0.7,0.421,0.449,5,15,0.51
C01714,2026-04-14,25-34,52,low,new_digital_native,36.55,36.75,0.778,0.428,0.325,6,20,0.536
C01715,2025-12-11,45-54,11,high,casual_long_tail,237.33,36.38,0.263,0.497,0.467,7,4,0.635
C01716,2026-04-08,25-34,10,high,new_digital_native,44.05,37.63,0.467,0.468,0.416,2,14,0.276
C01717,2024-10-05,18-24,24,mid,casual_long_tail,2232.9,36.73,0.719,0.494,0.569,10,2,0.561
C01718,2025-01-31,45-54,76,low,family_bulk_weekly,7230.98,81.16,1.394,0.535,0.456,5,4,0.604
C01719,2026-03-27,35-44,10,high,new_digital_native,29.34,32.91,0.259,0.508,0.498,5,10,0.212
C01720,2024-11-17,45-54,53,low,family_bulk_weekly,6685.05,75.94,1.086,0.6,0.287,2,5,0.365
C01721,2026-03-31,25-34,10,high,new_digital_native,71.61,38.25,0.609,0.405,0.457,1,23,0.426
C01722,2024-08-21,35-44,15,mid,casual_long_tail,1905.24,39.69,0.516,0.483,0.314,6,6,0.613
C01723,2025-10-16,18-24,78,low,weekend_browser_bargain,576.3,34.83,0.556,0.864,0.029,5,5,0.35
C01724,2025-11-05,25-34,16,mid,family_bulk_weekly,3371.83,86.8,1.45,0.569,0.38,4,5,0.575
C01725,2026-02-07,55+,01,high,lapsed_reactivatable,71.96,77.07,0.093,0.607,0.267,4,129,0.781
C01726,2024-07-08,55+,17,mid,lapsed_reactivatable,1609.79,71.46,0.214,0.539,0.174,2,60,0.366
C01727,2025-09-04,55+,01,high,weekday_luxury_regular,12312.97,143.59,2.424,0.07,0.841,6,4,0.389
C01728,2025-08-31,55+,02,high,corporate_gifter_seasonal,2165.81,197.51,0.328,0.352,0.624,3,2,0.648
C01729,2026-03-01,25-34,23,mid,casual_long_tail,217.69,52.13,0.66,0.531,0.3,8,5,0.422
C01730,2025-01-29,35-44,53,low,lapsed_reactivatable,120.15,61.29,0.031,0.611,0.219,6,89,0.816
C01731,2026-02-05,35-44,10,high,corporate_gifter_seasonal,606.89,213.85,0.273,0.326,0.578,6,0,0.417
C01732,2025-11-29,25-34,52,low,lapsed_reactivatable,112.72,55.66,0.097,0.598,0.249,3,130,0.512
C01733,2024-12-26,35-44,02,high,weekday_luxury_regular,26752.73,181.02,2.261,0.215,1.0,6,2,0.846
C01734,2025-12-18,35-44,15,mid,casual_long_tail,581.62,47.94,0.667,0.529,0.378,5,5,0.677
C01735,2024-05-23,45-54,76,low,casual_long_tail,4429.92,67.36,0.57,0.393,0.259,1,4,0.326
C01736,2024-11-02,18-24,11,high,corporate_gifter_seasonal,10244.9,325.53,0.404,0.461,0.447,7,3,0.799
C01737,2024-09-20,35-44,10,high,corporate_gifter_seasonal,4519.02,286.77,0.181,0.345,0.809,6,4,0.55
C01738,2024-11-10,35-44,03,high,lapsed_reactivatable,378.49,34.55,0.132,0.621,0.398,1,94,0.352
C01739,2024-10-08,45-54,78,low,family_bulk_weekly,7770.75,98.93,1.146,0.548,0.315,7,6,0.596
C01740,2026-04-13,35-44,11,high,new_digital_native,65.33,69.09,0.7,0.536,0.259,6,23,0.828
C01741,2026-01-11,18-24,53,low,casual_long_tail,497.11,45.06,0.755,0.665,0.345,3,0,0.391
C01742,2026-04-02,18-24,17,mid,new_digital_native,81.32,44.06,0.667,0.505,0.315,4,6,0.5
C01743,2025-11-17,25-34,10,high,casual_long_tail,314.55,43.15,0.312,0.593,0.233,5,6,0.379
C01744,2025-09-11,45-54,53,low,family_bulk_weekly,2637.88,63.83,1.188,0.57,0.308,7,2,0.339
C01745,2024-06-22,25-34,76,low,weekend_browser_bargain,2592.26,39.51,0.596,0.78,0.119,2,6,0.075
C01746,2026-02-17,25-34,10,high,casual_long_tail,444.57,60.47,0.754,0.602,0.42,3,4,0.654
C01747,2025-07-21,25-34,77,low,family_bulk_weekly,4075.46,86.49,1.217,0.472,0.36,5,0,0.195
C01748,2024-07-04,25-34,76,low,family_bulk_weekly,11885.78,115.12,1.106,0.485,0.317,5,4,0.62
C01749,2026-03-15,25-34,01,high,lapsed_reactivatable,152.48,72.48,0.538,0.473,0.449,2,162,0.745
C01750,2025-10-25,35-44,16,mid,family_bulk_weekly,2486.37,64.9,1.517,0.718,0.266,5,0,0.375
C01751,2025-04-01,18-24,54,low,weekend_browser_bargain,989.99,32.18,0.615,0.676,0.057,2,5,0.433
C01752,2025-03-24,18-24,78,low,family_bulk_weekly,5505.17,72.04,1.241,0.509,0.315,5,1,0.185
C01753,2026-04-03,55+,03,high,new_digital_native,48.13,51.14,0.35,0.53,0.485,3,4,0.565
C01754,2024-10-17,25-34,77,low,weekend_browser_bargain,2344.32,35.88,0.861,0.65,0.164,6,1,0.684
C01755,2025-05-18,25-34,78,low,casual_long_tail,1742.49,61.51,0.576,0.587,0.417,3,5,0.576
C01756,2026-02-25,18-24,54,low,weekend_browser_bargain,57.53,27.06,0.246,0.562,0.064,3,6,0.487
C01757,2024-09-08,18-24,78,low,weekend_browser_bargain,1728.96,31.38,0.721,0.742,0.065,2,6,0.626
C01758,2025-01-23,25-34,77,low,weekend_browser_bargain,2481.56,32.14,0.985,0.726,0.07,5,0,0.379
C01759,2026-04-10,55+,03,high,new_digital_native,100.24,48.37,1.077,0.356,0.277,2,1,0.84
C01760,2026-03-01,45-54,11,high,corporate_gifter_seasonal,433.22,267.22,0.264,0.301,0.803,12,6,0.531
C01761,2025-06-20,18-24,78,low,casual_long_tail,2612.71,81.11,0.821,0.456,0.319,4,1,0.594
C01762,2025-08-23,25-34,10,high,corporate_gifter_seasonal,1372.08,236.36,0.173,0.472,0.752,7,2,0.583
C01763,2025-07-04,25-34,52,low,weekend_browser_bargain,1348.82,39.4,0.884,0.724,0.202,5,5,0.714
C01764,2026-04-03,35-44,52,low,new_digital_native,43.21,47.96,0.35,0.462,0.368,5,19,0.535
C01765,2024-07-29,55+,11,high,weekday_luxury_regular,26228.47,107.62,2.709,0.179,0.811,6,0,0.43
C01766,2026-04-20,35-44,24,mid,new_digital_native,99.52,55.31,2.0,0.368,0.541,10,20,0.349
C01767,2024-11-29,45-54,03,high,weekday_luxury_regular,32851.3,194.8,2.306,0.207,0.911,7,5,0.809
C01768,2025-10-14,25-34,76,low,lapsed_reactivatable,244.86,57.43,0.147,0.491,0.17,3,140,0.689
